LOC_BLANK,BRANCH_COUNT,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,LOC_TOTAL,Defective
0.035794183,0.031515152,0.018518519,0.034883721,0.02771855,0.029925187,0.042682927,0.021954674,0.201533925,0.027498804,0.000488609,0.016326531,0.025115508,0.09,0.00048861,0.016334237,0.030453492,0.022140221,0.058479532,0.03649635,0.027027027,1
0.020134228,0.00969697,0,0.005813953,0.008528785,0.002493766,0,0.008144476,0.064428376,0.034624582,0.000247496,0.006679035,0.012083876,0.07,0.000247496,0.006572733,0.012578616,0.011808118,0.020467836,0.03892944,0.010171462,0
0.004474273,0.004848485,0,0.002906977,0.004264392,0.004987531,0,0.003541076,0.040857875,0.024031564,7.56E-05,0.00296846,0.006041938,0.1,7.56E-05,0.002892394,0.005627276,0.006273063,0.010721248,0.03163017,0.004068585,0
0.002237136,0.002424242,0,0,0.002132196,0.002493766,0,0.004957507,0.03627716,0.022357724,5.81E-05,0.002226345,0.005212653,0.11,5.81E-05,0.002390557,0.005627276,0.00498155,0.009746589,0.02676399,0.004649811,0
0.020134228,0.024242424,0,0.005813953,0.021321962,0.012468828,0.018292683,0.01805949,0.071553933,0.079985653,0.001467318,0.016697588,0.027129487,0.03,0.001467317,0.016866131,0.032770606,0.02398524,0.036062378,0.060827251,0.018308631,0
0.004474273,0.007272727,0,0,0.006396588,0,0,0.005665722,0.027484292,0.041846007,0.000154353,0.003339518,0.008529795,0.06,0.000154351,0.00339089,0.011585568,0.006826568,0.006822612,0.01703163,0.005521651,0
0.002237136,0.002424242,0,0,0.002132196,0.002493766,0,0.002478754,0.046719787,0.017479675,4.57E-05,0.002226345,0.005094183,0.14,4.57E-05,0.002406019,0.006289308,0.004428044,0.012670565,0.0243309,0.002615519,0
0.004474273,0.004848485,0,0,0.004264392,0.002493766,0,0.004249292,0.047597318,0.015973219,3.89E-05,0.002226345,0.004620306,0.15,3.89E-05,0.002240266,0.005627276,0.004059041,0.013645224,0.02676399,0.004359198,0
0.004474273,0.007272727,0,0,0.006396588,0.004987531,0,0.007790368,0.054810629,0.025490196,0.000114121,0.004081633,0.008292856,0.09,0.000114122,0.004117112,0.010261503,0.007195572,0.015594542,0.02676399,0.00726533,0
0.031319911,0.013333333,0,0,0.021321962,0,0,0.021954674,0.047790375,0.057604017,0.000508422,0.008163265,0.014808672,0.04,0.000508422,0.008114362,0.012909633,0.015867159,0.016569201,0.051094891,0.022667829,0
0.006711409,0.002424242,0,0.005813953,0.002132196,0.002493766,0,0.004603399,0.046474078,0.023481588,8.22E-05,0.003339518,0.006634285,0.1,8.22E-05,0.003216849,0.008275405,0.005719557,0.013645224,0.02676399,0.005521651,0
0.002237136,0.002424242,0,0,0.002132196,0.002493766,0,0.002478754,0.039190565,0.010473458,1.37E-05,0.001113173,0.002961734,0.23,1.37E-05,0.001208143,0.003310162,0.002767528,0.007797271,0.01703163,0.002615519,0
0.049217002,0,0,0.014534884,0,0,0,0.010269122,0.513724595,0.005547585,5.07E-05,0.008534323,0.013979386,0.43,5.07E-05,0.008399977,0.019198941,0.011070111,0.048732943,0.00973236,0.016564952,1
0.015659955,0.029090909,0,0.037790698,0.025586354,0.004987531,0.048780488,0.016997167,0.049001369,0.083285509,0.001090024,0.01187384,0.025470916,0.03,0.001090021,0.012030343,0.025157233,0.025645756,0.011695906,0.02676399,0.02005231,1
0.008948546,0.002424242,0,0,0.002132196,0.002493766,0,0.004957507,0.082400225,0.022118604,0.000129249,0.005194805,0.009951428,0.11,0.00012925,0.005371765,0.0122476,0.008671587,0.023391813,0.02919708,0.005521651,1
0.002237136,0.002424242,0,0,0.002132196,0.002493766,0,0.003186969,0.047439363,0.011669058,2.07E-05,0.00148423,0.003554081,0.21,2.07E-05,0.001629948,0.004303211,0.003136531,0.011695906,0.02189781,0.003487358,0
0.013422819,0.00969697,0,0.005813953,0.008528785,0.004987531,0,0.009560907,0.045543894,0.054782401,0.000438291,0.00742115,0.013623978,0.04,0.000438293,0.007354247,0.013571665,0.013653137,0.016569201,0.04622871,0.010752688,0
0.004474273,0.007272727,0,0,0.006396588,0.002493766,0.012195122,0.005665722,0.027536944,0.034791966,0.000106815,0.00296846,0.00568653,0.07,0.000106813,0.002823124,0.006620324,0.005166052,0.010721248,0.03892944,0.005521651,0
0.017897092,0.002424242,0,0.002906977,0.002132196,0,0,0.004603399,0.04819404,0.026231468,0.000106298,0.003710575,0.007345101,0.09,0.000106298,0.003725613,0.008937438,0.006457565,0.015594542,0.03163017,0.006684103,0
0.011185682,0.021818182,0,0,0.019189765,0.007481297,0.054878049,0.011331445,0.039015058,0.068675275,0.000590188,0.007792208,0.014216325,0.03,0.000590188,0.007899625,0.015557762,0.013468635,0.01754386,0.053527981,0.011624528,1
0.006711409,0.004848485,0,0,0.004264392,0.004987531,0,0.004957507,0.030450349,0.016403635,2.62E-05,0.00148423,0.003317143,0.15,2.62E-05,0.001471245,0.00264813,0.003690037,0.006822612,0.02919708,0.005521651,0
0.013422819,0.031515152,0.009259259,0.011627907,0.02771855,0.027431421,0.054878049,0.033640227,0.092649795,0.098660928,0.002891445,0.027087199,0.04181969,0.02,0.002891447,0.026940834,0.048328368,0.038191882,0.044834308,0.063260341,0.031386225,0
0.008948546,0,0,0.002906977,0,0,0,0.003186969,0.035311875,0.017479675,3.46E-05,0.001855288,0.004264898,0.14,3.46E-05,0.001820193,0.004303211,0.004243542,0.007797271,0.02189781,0.004359198,0
0.022371365,0.002424242,0,0.026162791,0.002132196,0.002493766,0,0.010623229,0.105619713,0.028909613,0.000283077,0.00890538,0.015519488,0.08,0.000283079,0.00900077,0.018867925,0.013653137,0.032163743,0.03406326,0.014821273,0
0.053691275,0.043636364,0,0.127906977,0.038379531,0.027431421,0,0.036473088,0.152550107,0.073338116,0.002629979,0.033024119,0.05117877,0.03,0.002629976,0.032970169,0.060906984,0.045756458,0.052631579,0.04379562,0.049985469,1
0.006711409,0,0,0.037790698,0,0,0,0.003895184,0,0,0,0.000371058,0.001540102,0,0,0.00037344,0,0.002398524,0,0.01216545,0.008137169,0
0.002237136,0.00969697,0,0,0.008528785,0.002493766,0,0.004603399,0.021903191,0.055332377,0.000215092,0.003710575,0.008055918,0.04,0.000215092,0.003573095,0.008937438,0.007564576,0.006822612,0.02919708,0.004359198,0
0.002237136,0.026666667,0,0,0.023454158,0.027431421,0.067073171,0.008144476,0.055530205,0.055475849,0.000548003,0.00890538,0.016822651,0.04,0.000548002,0.009080926,0.019198941,0.015498155,0.019493177,0.03892944,0.00726533,0
0.008948546,0,0,0,0,0,0,0.007790368,0.164466987,0.02207078,0.000256907,0.010760668,0.020495202,0.11,0.000256907,0.010699741,0.026481298,0.017158672,0.025341131,0.01459854,0.008137169,0
0.006711409,0.007272727,0,0.002906977,0.006396588,0.007481297,0,0.003895184,0.050633578,0.014251554,3.30E-05,0.002226345,0.004501836,0.17,3.30E-05,0.002126342,0.004303211,0.004612546,0.011695906,0.02676399,0.004649811,0
0.006711409,0.004848485,0,0,0.004264392,0.004987531,0,0.004957507,0.060830496,0.023314204,0.000106026,0.004081633,0.007937448,0.1,0.000106026,0.004180568,0.009930487,0.006826568,0.019493177,0.03163017,0.005231037,0
0.002237136,0,0,0,0,0,0,0.001416431,0.037189793,0.007675753,7.04E-06,0.000742115,0.002250918,0.31,7.04E-06,0.000842496,0.002979146,0.001845018,0.006822612,0.01216545,0.002324906,0
0.002237136,0.002424242,0,0,0.002132196,0.002493766,0,0.003895184,0.037821615,0.028694405,9.99E-05,0.003339518,0.006871224,0.08,9.99E-05,0.003199284,0.006620324,0.00701107,0.009746589,0.02919708,0.003777972,0
0.004474273,0.007272727,0,0,0.006396588,0.007481297,0,0.005311615,0.039366071,0.021736011,5.96E-05,0.002597403,0.00568653,0.11,5.96E-05,0.00252217,0.008275405,0.004243542,0.010721248,0.01946472,0.005231037,0
0.006711409,0.00969697,0,0,0.008528785,0.009975062,0,0.007790368,0.064691635,0.032281205,0.000216137,0.006307978,0.013031631,0.07,0.000216135,0.00615501,0.013902681,0.012546125,0.013645224,0.02189781,0.007846556,1
0.082774049,0.019393939,0.018518519,0.034883721,0.017057569,0.007481297,0,0.086756374,0.292779669,0.124438068,0.014537196,0.107235622,0.144058761,0.02,0.014537198,0.107389402,0.186362132,0.120479705,0.115984405,0.053527981,0.086312119,1
0.002237136,0,0,0,0,0,0,0.002124646,0.033328653,0.01229077,1.62E-05,0.001113173,0.002961734,0.19,1.62E-05,0.001208143,0.002979146,0.00295203,0.006822612,0.01946472,0.002324906,0
0.002237136,0.002424242,0,0.002906977,0.002132196,0.002493766,0,0.002124646,0.041191337,0.015208034,3.06E-05,0.001855288,0.004027959,0.16,3.06E-05,0.001847282,0.004634227,0.003690037,0.010721248,0.0243309,0.002906132,0
0.002237136,0,0,0,0,0,0,0.001416431,0.033995577,0.005978001,3.90E-06,0.000742115,0.001658571,0.4,3.90E-06,0.000599062,0.001986097,0.001476015,0.005847953,0.01216545,0.001743679,0
0.008948546,0.007272727,0,0.011627907,0.006396588,0.004987531,0.012195122,0.007790368,0.055038787,0.037183166,0.000243856,0.00593692,0.010780713,0.06,0.000243853,0.006030696,0.011916584,0.010147601,0.021442495,0.04622871,0.009009009,0
0.011185682,0.007272727,0,0.005813953,0.006396588,0,0,0.007436261,0.03711959,0.028694405,9.80E-05,0.00296846,0.006397346,0.08,9.80E-05,0.003139663,0.007944389,0.005535055,0.012670565,0.03163017,0.008427783,1
0.040268456,0,0.055555556,0.005813953,0,0,0,0.020892351,0.29944891,0.037278814,0.001335108,0.033024119,0.047980097,0.06,0.001335108,0.032913021,0.050976498,0.046309963,0.076998051,0.03892944,0.025573961,0
0.013422819,0.021818182,0,0,0.019189765,0.004987531,0.036585366,0.009206799,0.048492401,0.050645624,0.000398697,0.00742115,0.013742448,0.05,0.000398696,0.007238096,0.01489573,0.013099631,0.016569201,0.03892944,0.010462075,0
0.004474273,0.004848485,0.009259259,0,0.004264392,0.002493766,0,0.008498584,0.049878901,0.042276423,0.000286016,0.006307978,0.011609999,0.06,0.000286016,0.006217848,0.013902681,0.010332103,0.018518519,0.03892944,0.007555943,0
0.008948546,0,0,0.002906977,0,0,0,0.003541076,0.058847274,0.023314204,0.000102552,0.004081633,0.008055918,0.1,0.000102551,0.004043636,0.008606422,0.007749077,0.015594542,0.02919708,0.004649811,0
0.011185682,0.002424242,0,0.005813953,0.002132196,0.002493766,0,0.005311615,0.0290814,0.036178862,0.000121968,0.00296846,0.006989693,0.07,0.00012197,0.003100204,0.007282357,0.006826568,0.007797271,0.02676399,0.006684103,1
0.085011186,0.00969697,0,0.002906977,0.008528785,0.009975062,0,0.03470255,0.27173646,0.091009087,0.007217181,0.072727273,0.10626703,0.03,0.007217182,0.072896283,0.134392585,0.090590406,0.07797271,0.03649635,0.040104621,1
0.040268456,0.019393939,0,0.075581395,0.017057569,0.007481297,0,0.021954674,0.061427218,0.06097561,0.000732265,0.011131725,0.020613671,0.04,0.000732266,0.011039906,0.022509103,0.019557196,0.019493177,0.03649635,0.031095612,0
0.026845638,0.016969697,0.027777778,0.055232558,0.014925373,0.014962594,0,0.018413598,0.072466566,0.079507413,0.001468834,0.017068646,0.029617344,0.03,0.001468835,0.016983024,0.025157233,0.032103321,0.023391813,0.051094891,0.025283348,1
0.013422819,0.004848485,0,0,0.004264392,0.004987531,0,0.00601983,0.042630489,0.023314204,7.43E-05,0.00296846,0.006041938,0.1,7.43E-05,0.002929626,0.005958292,0.006088561,0.011695906,0.03163017,0.006974717,0
0.002237136,0,0,0.005813953,0,0,0,0.001062323,0.024202324,0.003586801,9.98E-07,0.000371058,0.000947755,0.67,9.96E-07,0.000255804,0.000993049,0.000922509,0.002923977,0.00729927,0.002034292,0
0.002237136,0.007272727,0,0,0.006396588,0.007481297,0.018292683,0.002478754,0.03766366,0.021042563,5.35E-05,0.002226345,0.005094183,0.11,5.35E-05,0.002336254,0.00529626,0.00498155,0.009746589,0.02676399,0.002615519,0
0.067114094,0.026666667,0.018518519,0.055232558,0.023454158,0.007481297,0.030487805,0.016643059,0.049527888,0.084696318,0.001139315,0.012244898,0.021206018,0.03,0.001139313,0.012366055,0.025488249,0.018819188,0.024366472,0.055961071,0.029642546,0
0.002237136,0.041212121,0,0.072674419,0.036247335,0.007481297,0.103658537,0.011331445,0.042595388,0.113582018,0.001761995,0.014100186,0.026418671,0.02,0.001761997,0.014260837,0.028136379,0.025461255,0.016569201,0.04622871,0.017146178,1
0.006711409,0.014545455,0,0,0.012793177,0.004987531,0.036585366,0.012393768,0.04071747,0.065997131,0.00056861,0.007792208,0.013979386,0.04,0.000568608,0.007920282,0.015888779,0.012915129,0.019493177,0.055961071,0.011333915,0
0.002237136,0.002424242,0,0,0.002132196,0.002493766,0,0.001062323,0.019288146,0.015303682,1.45E-05,0.000742115,0.002250918,0.16,1.45E-05,0.00086971,0.00264813,0.00202952,0.004873294,0.01946472,0.001453066,0
0.006711409,0.026666667,0,0,0.023454158,0,0,0.008498584,0.023219488,0.078909613,0.000463484,0.005565863,0.011965407,0.03,0.000463486,0.005399473,0.014564714,0.010516605,0.007797271,0.02919708,0.008137169,0
0.008948546,0,0,0.002906977,0,0,0,0.005665722,0.044350451,0.030679101,0.000133921,0.004081633,0.008174387,0.08,0.000133924,0.004011846,0.007282357,0.008671587,0.011695906,0.03406326,0.006684103,0
0.011185682,0.002424242,0,0,0.002132196,0.002493766,0,0.004957507,0.032872337,0.021520803,4.88E-05,0.002226345,0.004620306,0.11,4.88E-05,0.002085027,0.003972195,0.00498155,0.007797271,0.02919708,0.006102877,1
0.004474273,0.004848485,0,0.00872093,0.004264392,0.004987531,0,0.003541076,0.033100495,0.026303204,7.34E-05,0.002597403,0.00568653,0.09,7.34E-05,0.002566082,0.005958292,0.005535055,0.00877193,0.02676399,0.004649811,0
0.020134228,0.012121212,0.009259259,0.020348837,0.010660981,0.009975062,0,0.018413598,0.074888553,0.07625538,0.001396476,0.016697588,0.029024997,0.03,0.001396475,0.016833475,0.031115525,0.027859779,0.027290448,0.04622871,0.020633537,1
0.002237136,0.002424242,0,0.00872093,0.002132196,0,0,0.003541076,0.031099723,0.007173601,5.13E-06,0.000742115,0.00189551,0.33,5.13E-06,0.000657447,0.001986097,0.001845018,0.004873294,0.01216545,0.004359198,0
0.006711409,0.007272727,0,0,0.006396588,0.002493766,0,0.003186969,0.027273685,0.031563845,8.71E-05,0.002597403,0.005449591,0.08,8.71E-05,0.002537385,0.007282357,0.004428044,0.009746589,0.02919708,0.003777972,0
0.073825503,0.037575758,0,0,0.046908316,0.044887781,0,0.03611898,0.107041314,0.079148733,0.002150425,0.024860853,0.036843976,0.03,0.002150424,0.024973937,0.039721946,0.035239852,0.056530214,0.077858881,0.039523394,0
0.002237136,0,0,0,0,0,0,0.001062323,0.019586507,0.007460545,3.51E-06,0.000371058,0.001303163,0.32,3.50E-06,0.000431329,0.001655081,0.001107011,0.003898635,0.01216545,0.001453066,1
0.006711409,0.004848485,0,0,0.004264392,0.002493766,0,0.003895184,0.026132893,0.016738403,2.35E-05,0.001113173,0.002961734,0.14,2.35E-05,0.001289535,0.002317114,0.003321033,0.005847953,0.02919708,0.004359198,0
0.011185682,0.007272727,0,0.023255814,0.006396588,0.007481297,0,0.007436261,0.035680438,0.03448111,0.000136087,0.003710575,0.007226632,0.07,0.000136084,0.003627398,0.008275405,0.006642066,0.012670565,0.03649635,0.010171462,0
0.067114094,0.050909091,0,0.002906977,0.044776119,0.052369077,0,0.061260623,0.140598126,0.116618843,0.006131607,0.048237477,0.07202938,0.02,0.006131609,0.048330296,0.083416087,0.065682657,0.06042885,0.058394161,0.059575705,0
0.008948546,0.002424242,0,0.002906977,0.002132196,0.002493766,0,0.003541076,0.054055951,0.024605452,0.000105018,0.004081633,0.00758204,0.1,0.000105018,0.003922043,0.008275405,0.007195572,0.016569201,0.03406326,0.004649811,0
0.002237136,0.08,0,0,0.085287846,0,0.12804878,0.041784703,0.040226052,0.215638451,0.005996256,0.025602968,0.046321526,0.01,0.005996254,0.02556298,0.033432638,0.053505535,0.013645224,0.060827251,0.035164196,1
0.011185682,0.024242424,0,0.01744186,0.021321962,0.02244389,0.012195122,0.014872521,0.093878339,0.033476805,0.000337311,0.009276438,0.016348774,0.07,0.000337311,0.009262636,0.019198941,0.014760148,0.028265107,0.03406326,0.015693112,1
0,0.002424242,0,0,0.002132196,0.002493766,0,0.003186969,0.026729615,0.014347202,1.76E-05,0.001113173,0.002843265,0.17,1.76E-05,0.001130338,0.002979146,0.002767528,0.005847953,0.01946472,0.002906132,0
0.008948546,0.004848485,0,0,0.004264392,0.004987531,0,0.004957507,0.041138685,0.018651363,4.59E-05,0.002226345,0.004857244,0.13,4.59E-05,0.002261665,0.004303211,0.005166052,0.009746589,0.02919708,0.005521651,1
0.017897092,0.00969697,0,0.026162791,0.008528785,0,0,0.017705382,0.056477939,0.105643233,0.002020826,0.017439703,0.031868262,0.02,0.002020827,0.017586787,0.030784508,0.032472325,0.019493177,0.04622871,0.020633537,0
0.017897092,0.007272727,0,0,0.006396588,0.002493766,0.018292683,0.007436261,0.046509179,0.047345768,0.000334218,0.006307978,0.012320815,0.05,0.000334219,0.006489362,0.010923535,0.013099631,0.014619883,0.04379562,0.008718396,0
0.006711409,0.007272727,0,0,0.006396588,0.002493766,0.018292683,0.005311615,0.025518621,0.037207078,0.000113203,0.00296846,0.005923469,0.06,0.000113202,0.002797766,0.006620324,0.005535055,0.00877193,0.03406326,0.005521651,0
0.002237136,0.004848485,0,0,0.004264392,0.002493766,0.012195122,0.002124646,0.023482748,0.015351506,1.77E-05,0.001113173,0.002487857,0.16,1.77E-05,0.00106181,0.002317114,0.002583026,0.005847953,0.02676399,0.002324906,0
0.163310962,0.041212121,0.027777778,0.052325581,0.036247335,0.012468828,0.042682927,0.02266289,0.039295869,0.122740316,0.001898647,0.014100186,0.025589385,0.02,0.001898648,0.014219399,0.027805362,0.024354244,0.01754386,0.053527981,0.046207498,1
0.020134228,0.019393939,0,0.029069767,0.017057569,0.014962594,0.042682927,0.020184136,0.097616624,0.055164993,0.000952661,0.015955473,0.026418671,0.04,0.000952663,0.015874457,0.028136379,0.025461255,0.03411306,0.04622871,0.022377216,0
0.029082774,0.033939394,0.018518519,0.026162791,0.029850746,0.019950125,0.030487805,0.021954674,0.077468497,0.087422286,0.001898716,0.020037106,0.031749793,0.03,0.001898718,0.019964479,0.038728898,0.027859779,0.038986355,0.060827251,0.025283348,1
0.017897092,0.012121212,0,0.011627907,0.010660981,0.009975062,0.018292683,0.013456091,0.081347187,0.038259206,0.00038174,0.009276438,0.017414998,0.06,0.000381738,0.009172461,0.018536908,0.016789668,0.020467836,0.02919708,0.015111886,1
0.006711409,0.038787879,0,0.026162791,0.034115139,0.034912718,0.036585366,0.02868272,0.097634175,0.075920612,0.001804247,0.021892393,0.035422343,0.03,0.001804246,0.021846768,0.04203906,0.031734317,0.038986355,0.0486618,0.02731764,1
0.008948546,0.014545455,0,0,0.012793177,0.014962594,0,0.016997167,0.049703394,0.06504065,0.000674134,0.009647495,0.019192039,0.04,0.000674136,0.009528212,0.022509103,0.017343173,0.014619883,0.02919708,0.015402499,1
0.008948546,0.007272727,0,0.01744186,0.006396588,0.002493766,0.012195122,0.004249292,0.061567623,0.029937829,0.000177012,0.005565863,0.009714489,0.08,0.000177013,0.005434231,0.00959947,0.009778598,0.021442495,0.04622871,0.006684103,0
0.017897092,0.004848485,0,0,0.004264392,0.004987531,0.012195122,0.008852691,0.057425673,0.036800574,0.000249477,0.006307978,0.011728468,0.06,0.000249477,0.006230094,0.012909633,0.011070111,0.018518519,0.03649635,0.009880849,0
0.002237136,0.004848485,0,0,0.004264392,0.002493766,0.012195122,0.002832861,0.019288146,0.015303682,1.45E-05,0.000742115,0.002250918,0.16,1.45E-05,0.00086971,0.00264813,0.00202952,0.004873294,0.01946472,0.002906132,0
0.002237136,0.00969697,0,0,0.008528785,0.002493766,0.018292683,0.004249292,0.016199235,0.034194165,6.07E-05,0.00148423,0.003909489,0.07,6.07E-05,0.001632793,0.004303211,0.003690037,0.004873294,0.02676399,0.004068585,0
0.002237136,0.004848485,0,0,0.004264392,0.002493766,0,0.003186969,0.033328653,0.025753228,7.08E-05,0.002597403,0.005094183,0.09,7.08E-05,0.002529097,0.006620324,0.004243542,0.012670565,0.03406326,0.003196745,0
0.006711409,0.002424242,0,0,0.002132196,0,0,0.005665722,0.028449577,0.036920134,0.000124356,0.00296846,0.006752754,0.06,0.000124356,0.003096864,0.006289308,0.00701107,0.007797271,0.03163017,0.005812264,1
0.022371365,0.014545455,0.018518519,0.005813953,0.012793177,0.014962594,0,0.015934844,0.097827232,0.051936872,0.000846395,0.014842301,0.025826324,0.05,0.000846394,0.0149784,0.023171135,0.027306273,0.028265107,0.04379562,0.017436792,1
0.004474273,0,0,0,0,0,0,0.010977337,0.108971884,0.032974653,0.000379813,0.010760668,0.018362753,0.07,0.000379815,0.010590269,0.023171135,0.015682657,0.032163743,0.03163017,0.009880849,0
0.004474273,0,0,0,0,0,0,0.000708215,0.011495665,0.007173601,1.90E-06,0.000371058,0.000829286,0.33,1.90E-06,0.000243063,0.000331016,0.001107011,0.000974659,0.01459854,0.001453066,0
0,0,0,0,0,0,0,0.001416431,0.061111306,0.005834529,6.69E-06,0.001113173,0.002724796,0.41,6.70E-06,0.00105278,0.003641178,0.002214022,0.00877193,0.00973236,0.001453066,0
0.029082774,0.00969697,0,0.002906977,0.008528785,0.009975062,0,0.052053824,0.258485731,0.088976566,0.006560244,0.067903525,0.099514276,0.03,0.006560247,0.067783043,0.126448196,0.084501845,0.075048733,0.03649635,0.047079337,1
0.015659955,0.036363636,0,0.075581395,0.031982942,0.004987531,0.036585366,0.021954674,0.041717856,0.12374462,0.002048327,0.015213358,0.02653714,0.02,0.002048325,0.015216887,0.032770606,0.023062731,0.021442495,0.055961071,0.027898867,0
